origen_destino,residencia,trabajo,zona_residencia,zona_trabajo,trabajadores
28067 - 28178,28067,28178,06,09,1
28067 - 28181,28067,28181,06,05,2
28067 - 28901,28067,28901,06,06,1
28067 - 28902,28067,28902,06,06,1
28067 - 28903,28067,28903,06,02,189
28068 - 28002,28068,28002,11,03,7
28068 - 28005,28068,28005,11,03,18
28068 - 28006,28068,28006,11,02,130
28068 - 28007,28068,28007,11,04,36
28068 - 28008,28068,28008,11,09,1
28068 - 28009,28068,28009,11,02,3
28068 - 28010,28068,28010,11,11,85
28068 - 28013,28068,28013,11,04,2
28068 - 28014,28068,28014,11,03,4
28068 - 28015,28068,28015,11,09,2
28068 - 28018,28068,28018,11,11,16
28068 - 28022,28068,28022,11,05,30
28068 - 28023,28068,28023,11,11,10
28068 - 28033,28068,28033,11,08,1
28068 - 28038,28068,28038,11,11,106
28068 - 28040,28068,28040,11,04,7
28068 - 28042,28068,28042,11,10,3
28068 - 28044,28068,28044,11,11,16
28068 - 28045,28068,28045,11,02,23
28068 - 28046,28068,28046,11,11,46
28068 - 28047,28068,28047,11,05,410
28068 - 28049,28068,28049,11,03,12
28068 - 28051,28068,28051,11,10,3
28068 - 28054,28068,28054,11,11,121
28068 - 28056,28068,28056,11,10,5
28068 - 28058,28068,28058,11,04,16
28068 - 28059,28068,28059,11,07,5
28068 - 28061,28068,28061,11,05,48
28068 - 28065,28068,28065,11,04,15
28068 - 28067,28068,28067,11,06,2
28068 - 28068,28068,28068,11,11,1157
28068 - 28072,28068,28072,11,05,9
28068 - 28073,28068,28073,11,04,1
28068 - 28074,28068,28074,11,04,20
28068 - 28075,28068,28075,11,08,1
28068 - 28076,28068,28076,11,06,1
28068 - 28079,28068,28079,11,01,1759
28068 - 28080,28068,28080,11,05,93
28068 - 28082,28068,28082,11,11,3
28068 - 28085,28068,28085,11,11,4
28068 - 28086,28068,28086,11,07,1
28068 - 28087,28068,28087,11,11,53
28068 - 28090,28068,28090,11,11,19
28068 - 28091,28068,28091,11,08,1
28068 - 28092,28068,28092,11,04,19
28068 - 28093,28068,28093,11,11,8
28068 - 28096,28068,28096,11,09,3
28068 - 28099,28068,28099,11,10,1
28068 - 28104,28068,28104,11,03,3
28068 - 28106,28068,28106,11,04,1
28068 - 28113,28068,28113,11,04,8
28068 - 28115,28068,28115,11,05,150
28068 - 28120,28068,28120,11,06,5
28068 - 28121,28068,28121,11,06,1
28068 - 28123,28068,28123,11,03,9
28068 - 28125,28068,28125,11,10,3
28068 - 28127,28068,28127,11,05,265
28068 - 28128,28068,28128,11,10,1
28068 - 28129,28068,28129,11,02,4
28068 - 28130,28068,28130,11,03,3
28068 - 28131,28068,28131,11,11,124
28068 - 28133,28068,28133,11,10,1
28068 - 28134,28068,28134,11,02,44
28068 - 28135,28068,28135,11,10,4
28068 - 28141,28068,28141,11,09,1
28068 - 28144,28068,28144,11,11,2
28068 - 28148,28068,28148,11,03,12
28068 - 28149,28068,28149,11,09,1
28068 - 28152,28068,28152,11,05,78
28068 - 28160,28068,28160,11,11,11
28068 - 28161,28068,28161,11,04,9
28068 - 28162,28068,28162,11,07,1
28068 - 28169,28068,28169,11,06,2
28068 - 28175,28068,28175,11,09,1
28068 - 28176,28068,28176,11,05,8
28068 - 28177,28068,28177,11,11,3
28068 - 28179,28068,28179,11,08,1
28068 - 28181,28068,28181,11,05,14
28068 - 28183,28068,28183,11,10,2
28068 - 28903,28068,28903,11,02,45
28069 - 28005,28069,28005,06,03,1
28069 - 28006,28069,28006,06,02,1
28069 - 28015,28069,28015,06,09,1
28069 - 28065,28069,28065,06,04,1
28069 - 28069,28069,28069,06,06,4
28069 - 28079,28069,28079,06,01,8
28069 - 28115,28069,28115,06,05,1
28069 - 28130,28069,28130,06,03,1
28069 - 28903,28069,28903,06,02,1
28070 - 28005,28070,28005,06,03,1
28070 - 28006,28070,28006,06,02,2
28070 - 28007,28070,28007,06,04,2
28070 - 28009,28070,28009,06,02,1
28070 - 28024,28070,28024,06,06,1
28070 - 28040,28070,28040,06,04,1
28070 - 28049,28070,28049,06,03,1
28070 - 28058,28070,28058,06,04,1
28070 - 28065,28070,28065,06,04,1
28070 - 28070,28070,28070,06,06,5
28070 - 28079,28070,28079,06,01,12
28070 - 28088,28070,28088,06,06,7
28070 - 28114,28070,28114,06,06,1
28070 - 28115,28070,28115,06,05,1
28070 - 28138,28070,28138,06,06,1
28070 - 28144,28070,28144,06,11,1
28070 - 28148,28070,28148,06,03,1
28070 - 28153,28070,28153,06,06,1
28070 - 28167,28070,28167,06,03,1
28070 - 28182,28070,28182,06,06,1
28071 - 28006,28071,28006,06,02,1
28071 - 28027,28071,28027,06,06,1
28071 - 28045,28071,28045,06,02,1
28071 - 28069,28071,28069,06,06,1
28071 - 28071,28071,28071,06,06,5
28071 - 28079,28071,28079,06,01,6
28071 - 28088,28071,28088,06,06,8
28072 - 28005,28072,28005,05,03,8
28072 - 28006,28072,28006,05,02,82
28072 - 28007,28072,28007,05,04,11
28072 - 28009,28072,28009,05,02,1
28072 - 28010,28072,28010,05,11,13
28072 - 28013,28072,28013,05,04,2
28072 - 28014,28072,28014,05,03,5
28072 - 28015,28072,28015,05,09,4
28072 - 28018,28072,28018,05,11,2
28072 - 28022,28072,28022,05,05,19
28072 - 28023,28072,28023,05,11,2
28072 - 28026,28072,28026,05,05,2
28072 - 28028,28072,28028,05,06,1
28072 - 28033,28072,28033,05,08,2
28072 - 28038,28072,28038,05,11,5
28072 - 28040,28072,28040,05,04,5
28072 - 28042,28072,28042,05,10,1
28072 - 28044,28072,28044,05,11,9
28072 - 28045,28072,28045,05,02,32
28072 - 28046,28072,28046,05,11,1
28072 - 28047,28072,28047,05,05,59
28072 - 28049,28072,28049,05,03,7
28072 - 28053,28072,28053,05,07,2
28072 - 28054,28072,28054,05,11,4
28072 - 28055,28072,28055,05,08,1
28072 - 28056,28072,28056,05,10,1
28072 - 28058,28072,28058,05,04,3
28072 - 28061,28072,28061,05,05,12
28072 - 28065,28072,28065,05,04,10
28072 - 28068,28072,28068,05,11,3
28072 - 28072,28072,28072,05,05,434
28072 - 28074,28072,28074,05,04,10
28072 - 28079,28072,28079,05,01,1036
28072 - 28080,28072,28080,05,05,50
28072 - 28082,28072,28082,05,11,4
28072 - 28083,28072,28083,05,07,1
28072 - 28084,28072,28084,05,03,1
28072 - 28087,28072,28087,05,11,1
28072 - 28090,28072,28090,05,11,6
28072 - 28092,28072,28092,05,04,2
28072 - 28096,28072,28096,05,09,2
28072 - 28104,28072,28104,05,03,1
28072 - 28106,28072,28106,05,04,1
28072 - 28113,28072,28113,05,04,3
28072 - 28115,28072,28115,05,05,119
28072 - 28127,28072,28127,05,05,180
28072 - 28130,28072,28130,05,03,5
28072 - 28131,28072,28131,05,11,25
28072 - 28133,28072,28133,05,10,1
28072 - 28134,28072,28134,05,02,18
28072 - 28148,28072,28148,05,03,13
28072 - 28149,28072,28149,05,09,1
28072 - 28152,28072,28152,05,05,156
28072 - 28160,28072,28160,05,11,4
28072 - 28161,28072,28161,05,04,3
28072 - 28171,28072,28171,05,09,2
28072 - 28176,28072,28176,05,05,6
28072 - 28177,28072,28177,05,11,6
28072 - 28181,28072,28181,05,05,2
28072 - 28182,28072,28182,05,06,1
